Shipment_ID,Shipment_Date,Product_ID,Warehouse_ID,Supplier_ID,Order_Quantity,Delivered_Quantity,Inventory_Before,Inventory_After,Shipping_Cost,Delivery_Days,Expected_Delivery_Days,Delivery_Status,Late_Delivery_Days,Transport_Mode,Distance_KM,Order_Priority,Returned_Units,Damage_Units,Order_Value,Warehouse_Handling_Cost,Fuel_Cost,Shipment_Status,Year,Quarter,Month,Month_Name,Week,Day
SHP010701,22-03-2024,PRD0196,WH001,SUP026,421,421,608,193,3307.75,2,2,On Time,0,Air,682.2,Medium,6,10,1332894.42,476.01,756.49,Completed,2024,1,3,March,12,22
SHP010702,06-05-2026,PRD0311,WH017,SUP074,230,230,1019,804,761.38,19,19,On Time,0,Sea,6929.2,Low,15,1,1796352.9,209.6,1768.9,Completed,2026,2,5,May,19,6
SHP010703,24-09-2025,PRD0162,WH002,SUP057,206,198,538,345,12164.82,14,15,On Time,0,Sea,4866.5,Low,5,3,1324701.18,419.88,1364.08,Completed,2025,3,9,September,39,24
SHP010704,11-05-2025,PRD0276,WH009,SUP020,102,102,410,311,855.36,1,2,On Time,0,Air,2339.3,High,3,2,279415.74,461.54,2173.91,Completed,2025,2,5,May,19,11
SHP010705,02-12-2024,PRD0252,WH019,SUP032,473,414,739,354,1245.75,2,3,On Time,0,Road,1233.3,Low,29,7,604866.42,613.21,425.66,Completed,2024,4,12,December,49,2
SHP010706,31-03-2024,PRD0184,WH023,SUP059,372,372,900,538,20739.31,16,18,On Time,0,Sea,7914.5,Low,10,4,6490760.16,504.93,1642.34,Completed,2024,1,3,March,13,31
SHP010707,01-05-2025,PRD0223,WH029,SUP046,562,538,692,154,692.96,7,9,On Time,0,Rail,2049.3,Low,0,10,3324016.86,609.92,320.05,Cancelled,2025,2,5,May,18,1
SHP010708,11-01-2025,PRD0253,WH006,SUP021,503,474,700,259,4944.16,18,19,On Time,0,Sea,3988.4,High,33,10,4277295.42,235.3,1059.98,Completed,2025,1,1,January,2,11
SHP010709,13-01-2025,PRD0085,WH019,SUP060,375,375,542,167,563.11,10,10,On Time,0,Rail,1646.8,Low,0,9,320625,530.61,247.87,Cancelled,2025,1,1,January,3,13
SHP010710,22-04-2025,PRD0388,WH005,SUP070,492,492,554,92,3997.15,3,3,On Time,0,Air,5001.3,Medium,30,13,723973.08,373.85,4035.12,Completed,2025,2,4,April,17,22
SHP010711,25-03-2026,PRD0247,WH004,SUP001,344,344,927,589,2563.62,3,4,On Time,0,Road,1085.9,Low,6,7,5046001.84,119.82,463.73,Completed,2026,1,3,March,13,25
SHP010712,11-05-2024,PRD0109,WH017,SUP009,266,266,408,145,781.19,1,1,On Time,0,Air,536,High,3,1,447526.38,190.07,496.59,Completed,2024,2,5,May,19,11
SHP010713,27-06-2025,PRD0099,WH012,SUP033,589,512,690,186,673.88,10,11,On Time,0,Sea,4870.1,Low,8,14,494310.4,174.97,1155.29,Completed,2025,2,6,June,26,27
SHP010714,18-06-2025,PRD0141,WH011,SUP023,590,504,1330,827,7073.32,1,2,On Time,0,Air,3511.6,High,1,14,2090476.08,413.08,3455.5,Completed,2025,2,6,June,25,18
SHP010715,11-12-2025,PRD0176,WH021,SUP021,293,293,496,222,10188.47,2,2,On Time,0,Air,3841.7,Medium,19,0,96188.97,484.92,4186.64,Completed,2025,4,12,December,50,11
SHP010716,09-12-2025,PRD0023,WH029,SUP040,531,531,642,145,3975.19,1,3,On Time,0,Air,5232.8,High,34,3,1391469.57,240.15,5175.63,Completed,2025,4,12,December,50,9
SHP010717,15-08-2025,PRD0328,WH004,SUP015,318,318,332,26,11371.65,19,20,On Time,0,Sea,5952,Medium,12,3,5633602.14,422.99,1743.66,Completed,2025,3,8,August,33,15
SHP010718,04-08-2025,PRD0272,WH007,SUP044,245,245,415,182,384.87,4,4,On Time,0,Road,1360.5,Medium,12,3,3124815.75,534.88,442,Completed,2025,3,8,August,32,4
SHP010719,10-10-2024,PRD0189,WH021,SUP044,204,204,699,501,1649.9,2,3,On Time,0,Air,767.9,High,6,4,455295.36,518.29,821.67,Completed,2024,4,10,October,41,10
SHP010720,25-07-2026,PRD0184,WH022,SUP043,575,575,714,150,33756.23,2,2,On Time,0,Air,4518.1,Medium,11,6,10032761,679.17,4282.13,Completed,2026,3,7,July,30,25
SHP010721,12-01-2024,PRD0392,WH005,SUP014,92,92,436,349,1205.61,3,3,On Time,0,Road,969.5,Low,5,2,752082.52,251.26,342.02,Completed,2024,1,1,January,2,12
SHP010722,21-02-2025,PRD0337,WH005,SUP039,286,286,856,570,72989.12,1,1,On Time,0,Air,2955.9,Medium,0,3,2315962.22,437.96,2656.51,Cancelled,2025,1,2,February,8,21
SHP010723,22-10-2024,PRD0385,WH002,SUP059,113,113,628,520,4315.01,1,2,On Time,0,Air,6965.6,High,5,1,135637.29,591.02,6807.95,Completed,2024,4,10,October,43,22
SHP010724,14-01-2025,PRD0077,WH005,SUP021,415,415,552,140,77191.43,2,3,On Time,0,Air,3646.3,Low,3,0,10164370.9,422.88,2949.72,Completed,2025,1,1,January,3,14
SHP010725,14-04-2024,PRD0096,WH015,SUP037,72,72,474,403,2228.94,11,11,On Time,0,Sea,14360.3,High,1,0,8017.92,447.79,2940.47,Completed,2024,2,4,April,15,14
SHP010726,08-07-2024,PRD0325,WH015,SUP063,500,500,619,140,114164.55,1,1,On Time,0,Air,5601.1,Medium,21,7,3739585,261.35,5345.91,Completed,2024,3,7,July,28,8
SHP010727,18-09-2025,PRD0358,WH013,SUP003,260,260,280,34,55706.8,15,17,On Time,0,Sea,15293.2,Low,14,3,6446544,425.95,3758.6,Completed,2025,3,9,September,38,18
SHP010728,19-11-2025,PRD0380,WH017,SUP057,283,283,550,278,4707.43,1,2,On Time,0,Air,3836.5,High,11,2,213195.22,589.88,4395.37,Completed,2025,4,11,November,47,19
SHP010729,07-12-2024,PRD0004,WH024,SUP052,62,62,227,165,868.2,1,1,On Time,0,Air,2867.5,Low,0,1,137876.84,109.29,2623.05,In Transit,2024,4,12,December,49,7
SHP010730,16-06-2024,PRD0029,WH023,SUP036,204,204,675,474,1355.75,5,1,Late,4,Air,3451,High,3,0,419385.24,345.29,3802.31,Completed,2024,2,6,June,24,16
SHP010731,22-10-2024,PRD0187,WH019,SUP032,365,304,344,63,468.53,4,5,On Time,0,Road,110,Medium,23,7,5636117.44,139.36,64.55,Completed,2024,4,10,October,43,22
SHP010732,26-07-2024,PRD0194,WH008,SUP021,303,303,709,424,4267.12,4,3,Late,1,Air,3943.5,Low,18,7,3271757.64,305.57,3817.23,Completed,2024,3,7,July,30,26
SHP010733,31-03-2025,PRD0162,WH020,SUP049,206,187,262,81,67266.6,1,1,On Time,0,Air,14043.4,Medium,6,2,1251106.67,369.33,13065.24,Completed,2025,1,3,March,14,31
SHP010734,28-03-2024,PRD0332,WH016,SUP013,371,371,881,510,46347.71,2,2,On Time,0,Air,1986.1,Low,14,6,6446993.14,599.55,1558.15,Returned,2024,1,3,March,13,28
SHP010735,15-12-2025,PRD0312,WH009,SUP032,161,161,763,608,1986.78,4,6,On Time,0,Road,1066,Low,6,0,1721046.53,393.42,447,Completed,2025,4,12,December,51,15
SHP010736,31-05-2024,PRD0253,WH008,SUP045,132,132,813,690,2374,6,7,On Time,0,Road,997.3,Low,9,1,1191145.56,281.03,442.64,Completed,2024,2,5,May,22,31
SHP010737,19-10-2025,PRD0265,WH023,SUP039,489,442,737,295,1140.17,11,13,On Time,0,Sea,3703.3,Medium,0,12,1759429.62,632.36,1036.67,Cancelled,2025,4,10,October,42,19
SHP010738,12-06-2024,PRD0139,WH001,SUP053,447,447,608,192,363.88,6,7,On Time,0,Rail,424.9,Medium,31,5,311447.25,447.17,117.4,Completed,2024,2,6,June,24,12
SHP010739,25-04-2026,PRD0310,WH015,SUP060,312,297,320,25,871.98,1,2,On Time,0,Air,849.9,Low,2,8,467902.71,145.36,831.27,Completed,2026,2,4,April,17,25
SHP010740,14-05-2024,PRD0141,WH005,SUP015,279,274,386,125,3855.95,14,15,On Time,0,Sea,6710,High,13,0,1136488.98,389.71,1386.32,Completed,2024,2,5,May,20,14
SHP010741,09-11-2025,PRD0360,WH023,SUP033,142,142,933,798,29964.57,19,19,On Time,0,Sea,5321.8,High,7,1,4437977.12,249.13,1488.24,Completed,2025,4,11,November,45,9
SHP010742,15-09-2024,PRD0099,WH009,SUP008,306,306,697,395,388.6,2,3,On Time,0,Road,283.2,High,4,1,295427.7,577.17,134.69,Completed,2024,3,9,September,37,15
SHP010743,02-03-2024,PRD0151,WH026,SUP063,69,56,954,901,345.54,11,10,Late,1,Sea,6166.2,High,3,1,288552.32,389.43,1525.3,Completed,2024,1,3,March,9,2
SHP010744,14-07-2025,PRD0201,WH021,SUP011,549,549,628,111,6674.88,7,1,Late,6,Air,12281.2,High,32,3,2912499.9,328.6,12763.73,Completed,2025,3,7,July,29,14
SHP010745,05-01-2024,PRD0195,WH021,SUP071,137,137,230,93,8113.14,1,1,On Time,0,Air,2334.1,Medium,4,3,1262257.72,596.98,2490.74,Returned,2024,1,1,January,1,5
SHP010746,02-10-2025,PRD0315,WH003,SUP010,378,368,1129,782,348.32,2,2,On Time,0,Air,860.3,Medium,21,7,2346184,471.29,824.14,Completed,2025,4,10,October,40,2
SHP010747,19-04-2025,PRD0010,WH009,SUP024,37,37,703,666,5089.86,2,3,On Time,0,Air,6956.1,Low,0,0,282560.49,641.14,6738.79,Completed,2025,2,4,April,16,19
SHP010748,23-07-2026,PRD0081,WH006,SUP003,418,418,601,192,648.93,15,15,On Time,0,Sea,13218.8,Low,9,1,696204.08,408.48,3197.04,Completed,2026,3,7,July,30,23
SHP010749,11-08-2025,PRD0234,WH029,SUP029,102,90,357,267,933.21,2,3,On Time,0,Air,6164.3,High,0,0,415146.6,190.9,6998.68,Completed,2025,3,8,August,33,11
SHP010750,21-02-2024,PRD0366,WH022,SUP008,403,403,754,381,5548.81,3,3,On Time,0,Air,1794.6,High,30,11,4649213.53,183.22,1461.38,Completed,2024,1,2,February,8,21
SHP010751,04-09-2024,PRD0325,WH007,SUP064,570,570,682,112,35409.92,13,14,On Time,0,Sea,7808.5,Medium,0,11,4263126.9,502.43,1738.47,In Transit,2024,3,9,September,36,4
SHP010752,14-02-2025,PRD0303,WH015,SUP062,212,212,261,54,13107.21,6,1,Late,5,Air,4997.2,Medium,5,2,220178.96,216.6,4769.71,Completed,2025,1,2,February,7,14
SHP010753,26-08-2025,PRD0041,WH030,SUP028,147,147,356,209,10579.15,11,11,On Time,0,Sea,4051.9,Medium,0,1,3396648.15,229.95,1218.83,Cancelled,2025,3,8,August,35,26
SHP010754,23-08-2024,PRD0143,WH010,SUP052,131,131,385,259,880.68,12,13,On Time,0,Sea,3181.4,Low,5,1,113269.15,277.67,776.77,Completed,2024,3,8,August,34,23
SHP010755,13-04-2024,PRD0296,WH018,SUP069,221,188,586,398,370.55,10,10,On Time,0,Rail,2114.2,Low,0,0,2860136.12,313.47,393.8,Completed,2024,2,4,April,15,13
SHP010756,07-03-2026,PRD0171,WH016,SUP034,279,279,414,145,29266.29,1,2,On Time,0,Air,6639.8,Medium,10,8,3714717.6,592.24,6776.71,Completed,2026,1,3,March,10,7
SHP010757,26-01-2026,PRD0272,WH019,SUP067,553,553,839,286,1056.44,12,14,On Time,0,Sea,15257.6,High,11,15,7053155.55,125.03,3244.89,Returned,2026,1,1,January,5,26
SHP010758,23-08-2025,PRD0224,WH007,SUP051,383,383,560,200,536.87,6,6,On Time,0,Road,1271.3,High,23,6,1530510.13,128.94,548.88,Completed,2025,3,8,August,34,23
SHP010759,30-11-2025,PRD0193,WH009,SUP052,359,359,849,516,13432.78,1,1,On Time,0,Air,3014.8,Medium,26,10,6357832.56,545.36,2679.34,Completed,2025,4,11,November,48,30
SHP010760,16-05-2026,PRD0015,WH023,SUP071,290,290,444,158,504.73,5,6,On Time,0,Rail,524.6,High,4,8,2266915.5,406.05,142.2,Completed,2026,2,5,May,20,16
SHP010761,26-05-2025,PRD0136,WH013,SUP050,457,457,458,32,1137.67,1,3,On Time,0,Road,1194.6,High,31,13,3955353.28,310.34,491.48,Completed,2025,2,5,May,22,26
SHP010762,02-07-2024,PRD0050,WH028,SUP055,168,154,501,356,137228.95,1,2,On Time,0,Air,12760,Medium,9,0,982459.94,280.36,12721.25,Completed,2024,3,7,July,27,2
SHP010763,29-12-2025,PRD0266,WH027,SUP036,324,324,388,85,8320.87,25,19,Late,6,Sea,4870.1,Medium,21,2,1549785.96,319.39,1356,Completed,2025,4,12,December,1,29
SHP010764,12-05-2026,PRD0167,WH006,SUP067,526,526,528,43,109491.89,2,3,On Time,0,Air,13577.9,Low,41,9,5135075,480.59,10575.05,Completed,2026,2,5,May,20,12
SHP010765,20-05-2024,PRD0296,WH006,SUP003,188,157,529,381,1890.4,17,17,On Time,0,Sea,13128.4,Low,9,0,2388517.93,366.59,3672.49,Completed,2024,2,5,May,21,20
SHP010766,07-11-2024,PRD0047,WH007,SUP039,580,580,611,61,2941.87,16,17,On Time,0,Sea,3237.3,Low,30,12,12410689.2,413.23,914.98,Completed,2024,4,11,November,45,7
SHP010767,30-04-2025,PRD0288,WH028,SUP009,498,498,618,122,817.54,5,6,On Time,0,Rail,861.5,Medium,2,3,1023136.02,635.24,201.25,Completed,2025,2,4,April,18,30
SHP010768,23-05-2026,PRD0182,WH014,SUP068,530,530,811,295,345.11,7,7,On Time,0,Road,143.6,Low,14,11,1123319.1,270.6,103.45,Completed,2026,2,5,May,21,23
SHP010769,21-11-2024,PRD0075,WH010,SUP071,465,426,707,282,974.72,4,6,On Time,0,Rail,349.8,Low,1,11,6081439.68,269.5,109.18,Completed,2024,4,11,November,47,21
SHP010770,09-04-2024,PRD0094,WH005,SUP007,251,251,609,361,464.97,7,7,On Time,0,Rail,741.1,Low,3,1,281260.56,335.4,127.59,Completed,2024,2,4,April,15,9
SHP010771,05-01-2024,PRD0127,WH024,SUP013,445,445,454,19,519.9,4,5,On Time,0,Road,403,Medium,10,13,776809.8,400.15,212.4,Completed,2024,1,1,January,1,5
SHP010772,02-03-2026,PRD0157,WH019,SUP027,559,559,806,275,7211.96,1,2,On Time,0,Air,2616.2,High,28,1,3748855.24,437.24,2388.58,Completed,2026,1,3,March,10,2
SHP010773,05-06-2024,PRD0285,WH021,SUP042,123,123,499,380,1175.71,3,3,On Time,0,Air,379.2,High,4,3,688582.29,237.25,387.7,Completed,2024,2,6,June,23,5
SHP010774,10-08-2025,PRD0150,WH030,SUP007,288,280,321,54,570.09,5,3,Late,2,Road,106.1,High,13,7,2711584.4,253.69,56.53,Completed,2025,3,8,August,32,10
SHP010775,29-07-2025,PRD0092,WH015,SUP053,159,159,767,620,426.19,6,6,On Time,0,Rail,693.6,Medium,12,1,217717.11,176.37,168.84,Completed,2025,3,7,July,31,29
SHP010776,27-02-2026,PRD0312,WH020,SUP072,584,584,866,296,656.18,7,9,On Time,0,Rail,611.6,High,14,14,6242802.32,191.83,107.58,Completed,2026,1,2,February,9,27
SHP010777,07-02-2024,PRD0065,WH004,SUP030,65,65,876,811,1671.41,4,6,On Time,0,Rail,435,Medium,0,0,2565707.3,588.12,115.76,In Transit,2024,1,2,February,6,7
SHP010778,19-09-2025,PRD0311,WH017,SUP067,156,156,762,608,2002.06,2,3,On Time,0,Air,12084.9,Medium,2,2,1218395.88,159.22,11878.39,Completed,2025,3,9,September,38,19
SHP010779,27-01-2026,PRD0097,WH021,SUP052,297,297,973,678,1101.96,1,2,On Time,0,Air,2923.2,Medium,2,5,536180.04,231.95,2435.1,Completed,2026,1,1,January,5,27
SHP010780,02-03-2025,PRD0028,WH012,SUP063,196,196,345,162,9780.24,2,2,On Time,0,Air,5870.3,Low,13,5,1315171.76,165.99,5938.23,Completed,2025,1,3,March,9,2
SHP010781,24-04-2024,PRD0128,WH017,SUP071,463,463,834,394,1668.76,1,1,On Time,0,Air,473.1,Medium,23,0,293625.34,575.05,577.88,Completed,2024,2,4,April,17,24
SHP010782,03-12-2024,PRD0234,WH021,SUP046,130,130,590,461,302.89,8,8,On Time,0,Rail,979.6,Medium,1,3,599656.2,605.03,178.16,Completed,2024,4,12,December,49,3
SHP010783,28-04-2026,PRD0120,WH010,SUP014,584,480,538,69,407.94,3,5,On Time,0,Road,1346,High,11,6,1065768,175.04,554.13,Completed,2026,2,4,April,18,28
SHP010784,13-04-2024,PRD0378,WH004,SUP036,345,345,593,248,4229.8,18,18,On Time,0,Sea,4503.5,Medium,0,6,731410.35,444.2,1321.48,Completed,2024,2,4,April,15,13
SHP010785,14-06-2026,PRD0300,WH026,SUP018,581,473,722,258,1800.21,18,19,On Time,0,Sea,5249.1,Medium,9,4,2521208.25,546.41,1189.05,Completed,2026,2,6,June,24,14
SHP010786,20-11-2024,PRD0079,WH001,SUP038,33,33,172,139,12232.73,13,15,On Time,0,Sea,4071.8,Medium,0,0,116637.18,564.99,1226.61,Completed,2024,4,11,November,47,20
SHP010787,13-01-2025,PRD0394,WH004,SUP073,370,340,752,412,6711.35,1,1,On Time,0,Air,3680.9,High,6,7,572172.4,478.14,2837.15,Returned,2025,1,1,January,3,13
SHP010788,16-04-2026,PRD0299,WH027,SUP072,480,480,1018,548,1411.02,7,5,Late,2,Road,1447,High,10,8,9035097.6,467.54,593.05,Completed,2026,2,4,April,16,16
SHP010789,17-06-2026,PRD0339,WH024,SUP022,575,575,833,266,44305.18,1,3,On Time,0,Air,2922.1,Medium,8,10,12794417,416.88,2499.39,Completed,2026,2,6,June,25,17
SHP010790,17-09-2024,PRD0336,WH011,SUP024,46,46,518,472,55341.63,1,1,On Time,0,Air,7226.4,High,0,0,1220148.16,544.72,6974.28,Completed,2024,3,9,September,38,17
SHP010791,03-03-2026,PRD0285,WH009,SUP070,526,483,607,125,9136.68,1,1,On Time,0,Air,5111.6,High,1,8,2703945.09,164.75,5261.98,Completed,2026,1,3,March,10,3
SHP010792,07-04-2025,PRD0202,WH011,SUP022,102,102,214,118,1578.36,2,3,On Time,0,Air,2825.9,High,6,1,512700.96,212.53,2354.14,Completed,2025,2,4,April,15,7
SHP010793,20-05-2026,PRD0052,WH015,SUP064,109,109,534,432,111368.36,2,2,On Time,0,Air,6631.7,Medium,7,1,4205951.39,237.87,5565.49,Completed,2026,2,5,May,21,20
SHP010794,08-12-2024,PRD0187,WH007,SUP064,428,359,470,123,4998.01,11,11,On Time,0,Sea,6741.2,Medium,12,10,6655809.74,203.36,1517.43,Completed,2024,4,12,December,49,8
SHP010795,15-04-2024,PRD0174,WH019,SUP018,289,289,450,161,1718.84,17,19,On Time,0,Sea,5326.3,High,0,5,2418103.46,576.68,1526.9,In Transit,2024,2,4,April,16,15
SHP010796,07-01-2024,PRD0152,WH012,SUP028,53,53,343,290,3334.11,1,1,On Time,0,Air,3679.2,Medium,0,0,480442.35,530.67,3986.55,Completed,2024,1,1,January,1,7
SHP010797,28-08-2025,PRD0020,WH025,SUP065,125,104,345,243,8243.81,1,3,On Time,0,Air,12304.2,High,2,2,770602.56,285.44,12499.09,Completed,2025,3,8,August,35,28
SHP010798,29-12-2025,PRD0236,WH017,SUP051,204,204,689,493,334.93,3,5,On Time,0,Rail,901.8,Medium,8,4,883715.76,304,194.78,Completed,2025,4,12,December,1,29
SHP010799,03-09-2024,PRD0133,WH013,SUP002,254,237,457,222,8552.77,1,2,On Time,0,Air,6218.8,Medium,2,0,866595.24,591.42,5478.06,Completed,2024,3,9,September,36,3
SHP010800,03-01-2026,PRD0202,WH021,SUP039,313,313,529,223,1540.13,1,1,On Time,0,Air,2984.4,Low,7,8,1573288.24,623.55,3175.58,Completed,2026,1,1,January,1,3
SHP010801,02-07-2026,PRD0058,WH010,SUP019,348,348,595,261,10077.8,1,2,On Time,0,Air,3655.8,Low,14,8,3554339.76,515.35,4087.35,Completed,2026,3,7,July,27,2
SHP010802,20-05-2024,PRD0234,WH020,SUP021,173,173,365,204,422.26,13,13,On Time,0,Sea,4855.8,Medium,12,0,798004.02,279.81,1371.47,Completed,2024,2,5,May,21,20
SHP010803,11-02-2024,PRD0024,WH019,SUP073,162,147,814,676,3708.86,4,1,Late,3,Air,3843.3,Medium,9,1,780596.46,300.2,3453.61,Completed,2024,1,2,February,6,11
SHP010804,28-11-2024,PRD0025,WH026,SUP036,561,561,1046,527,1344.05,15,16,On Time,0,Sea,4010.9,Medium,42,0,5050363.23,118.93,855.17,Completed,2024,4,11,November,48,28
SHP010805,03-11-2024,PRD0277,WH024,SUP013,353,306,864,564,1244.79,8,9,On Time,0,Rail,2163.1,High,6,0,157336.02,228.86,400.98,Completed,2024,4,11,November,44,3
SHP010806,08-12-2025,PRD0286,WH013,SUP060,398,398,628,246,1043.79,5,5,On Time,0,Road,1160.9,Low,16,0,9169410.56,334.78,410.57,Completed,2025,4,12,December,50,8
SHP010807,10-05-2026,PRD0106,WH010,SUP045,105,105,524,426,763.16,4,4,On Time,0,Road,925,High,7,1,185367,463.55,359.67,Completed,2026,2,5,May,19,10
SHP010808,01-09-2025,PRD0219,WH025,SUP074,539,539,747,225,869.88,11,13,On Time,0,Sea,6652.1,Medium,17,11,1079740.97,511.24,1804.91,Completed,2025,3,9,September,36,1
SHP010809,12-05-2025,PRD0387,WH015,SUP016,371,371,389,26,2411.73,18,19,On Time,0,Sea,4883,Medium,8,8,3944011.96,538.83,1428.88,Completed,2025,2,5,May,20,12
SHP010810,15-06-2025,PRD0114,WH027,SUP031,92,92,957,871,374.48,4,4,On Time,0,Road,1287.2,Low,6,2,42665.92,348.9,473.08,Completed,2025,2,6,June,24,15
SHP010811,05-07-2024,PRD0186,WH020,SUP047,273,273,434,164,18250.64,1,3,On Time,0,Air,4853.4,Medium,3,0,5002127.13,253.93,4340.91,Completed,2024,3,7,July,27,5
SHP010812,21-11-2024,PRD0076,WH020,SUP075,414,386,540,160,27627.02,1,1,On Time,0,Air,4159.5,Medium,6,7,4878634.7,412.63,3516.9,Completed,2024,4,11,November,47,21
SHP010813,08-03-2026,PRD0400,WH018,SUP072,427,392,540,148,1561.64,5,7,On Time,0,Road,1425.5,Low,0,8,2845088.96,265.27,559.71,Completed,2026,1,3,March,10,8
SHP010814,01-07-2024,PRD0331,WH011,SUP031,338,338,596,282,15907.18,2,1,Late,1,Air,2386.9,Medium,24,4,1677054.6,401.11,2262.67,Completed,2024,3,7,July,27,1
SHP010815,13-03-2024,PRD0093,WH015,SUP031,103,103,531,432,545.24,11,7,Late,4,Rail,1921.2,High,4,0,167480.06,198.04,263.73,Completed,2024,1,3,March,11,13
SHP010816,22-06-2026,PRD0071,WH030,SUP066,150,150,626,481,43840.9,10,11,On Time,0,Sea,8166,Medium,5,3,1436508,407.62,1819.81,Completed,2026,2,6,June,26,22
SHP010817,18-09-2025,PRD0184,WH004,SUP020,64,58,1020,963,15413.77,1,1,On Time,0,Air,2143.5,Low,1,0,1012000.24,538.15,1743.24,Completed,2025,3,9,September,38,18
SHP010818,02-05-2026,PRD0382,WH012,SUP008,135,135,324,194,872.55,5,6,On Time,0,Road,384.6,Low,5,1,544087.8,346.64,167.67,Completed,2026,2,5,May,18,2
SHP010819,30-06-2025,PRD0214,WH029,SUP065,464,464,493,60,8563.22,7,2,Late,5,Air,14096.8,Medium,31,4,204071.84,286.64,14142.43,Completed,2025,2,6,June,27,30
SHP010820,02-06-2024,PRD0317,WH020,SUP045,164,164,371,207,1208.25,7,7,On Time,0,Road,747.4,High,0,1,518822.2,250.21,294.63,Completed,2024,2,6,June,22,2
SHP010821,11-12-2025,PRD0262,WH009,SUP008,256,256,493,241,188.02,6,5,Late,1,Road,124.5,Low,4,5,1453527.04,481.98,95.07,Completed,2025,4,12,December,50,11
SHP010822,16-02-2025,PRD0009,WH012,SUP020,325,285,549,276,409.11,4,6,On Time,0,Road,562.2,High,12,1,3144755.55,409.72,233.18,Completed,2025,1,2,February,7,16
SHP010823,09-02-2025,PRD0256,WH023,SUP075,295,295,504,213,11538.05,18,13,Late,5,Sea,4309.4,Medium,4,1,3700285.3,196.08,1184.35,Completed,2025,1,2,February,6,9
SHP010824,22-03-2025,PRD0111,WH014,SUP055,361,361,798,450,2712.83,15,14,Late,1,Sea,15555.4,Low,13,2,755197.56,546.3,4206.43,Completed,2025,1,3,March,12,22
SHP010825,14-08-2025,PRD0295,WH014,SUP044,441,441,883,474,646.85,1,1,On Time,0,Air,332.5,Low,32,5,5560207.38,314.76,416.79,Completed,2025,3,8,August,33,14
SHP010826,22-07-2025,PRD0213,WH022,SUP047,157,138,537,409,2285.13,1,3,On Time,0,Air,4999.6,Medium,10,2,1096076.04,355.07,4664.41,Completed,2025,3,7,July,30,22
SHP010827,19-11-2024,PRD0191,WH007,SUP016,423,405,528,153,19226.22,1,3,On Time,0,Air,4132.7,Medium,30,2,2385644.4,529.15,3284.88,Completed,2024,4,11,November,47,19
SHP010828,15-04-2024,PRD0247,WH007,SUP045,331,301,480,188,4149,2,3,On Time,0,Air,1063.1,Medium,9,7,4415251.61,212.74,955.17,Completed,2024,2,4,April,16,15
SHP010829,29-08-2024,PRD0127,WH004,SUP021,497,466,654,200,4570.46,1,3,On Time,0,Air,3659.3,Medium,12,1,813468.24,597.97,3616.86,Completed,2024,3,8,August,35,29
SHP010830,30-04-2025,PRD0013,WH020,SUP040,452,452,1223,792,1954.84,2,2,On Time,0,Air,6230.2,Low,21,3,924692.56,155.84,4844.73,Completed,2025,2,4,April,18,30
SHP010831,24-01-2026,PRD0352,WH016,SUP060,354,354,361,7,11851.35,1,1,On Time,0,Air,1259,Medium,0,4,6103172.4,475.81,1383.91,Cancelled,2026,1,1,January,4,24
SHP010832,26-01-2025,PRD0313,WH015,SUP063,386,386,646,264,8427.18,7,2,Late,5,Air,5509.9,High,4,1,863779.22,172.82,4330.38,Completed,2025,1,1,January,4,26
SHP010833,20-12-2025,PRD0361,WH002,SUP043,522,522,803,317,4321.79,12,12,On Time,0,Sea,4996.3,Low,36,13,1879894.26,458.92,1326.85,Completed,2025,4,12,December,51,20
SHP010834,20-08-2024,PRD0166,WH014,SUP055,447,383,794,441,57926.6,1,1,On Time,0,Air,14246.1,High,30,8,6831463.76,480.87,14327.19,Completed,2024,3,8,August,34,20
SHP010835,28-08-2025,PRD0007,WH009,SUP035,391,391,569,183,4237.61,1,1,On Time,0,Air,4177,Low,5,7,437403.88,344.3,3511.32,Completed,2025,3,8,August,35,28
SHP010836,13-10-2025,PRD0205,WH022,SUP056,273,273,325,68,1058.84,13,13,On Time,0,Sea,6152.3,High,16,1,1506132.81,284.6,1725.45,Completed,2025,4,10,October,42,13
SHP010837,18-04-2026,PRD0106,WH022,SUP037,550,546,746,240,7370.3,5,1,Late,4,Air,12383.4,Medium,40,14,963908.4,531.35,9583.75,Completed,2026,2,4,April,16,18
SHP010838,02-02-2026,PRD0095,WH018,SUP071,559,559,968,421,426.26,5,5,On Time,0,Rail,1626.1,Medium,12,13,1184934.66,504.61,275.55,Completed,2026,1,2,February,6,2
SHP010839,25-05-2025,PRD0283,WH024,SUP022,113,98,174,80,799.25,19,19,On Time,0,Sea,3591.2,High,4,2,873811.12,274.86,842.69,Completed,2025,2,5,May,21,25
SHP010840,09-12-2024,PRD0107,WH008,SUP043,431,427,917,502,703.64,10,12,On Time,0,Sea,5440.4,High,12,2,276042.69,346.45,1552.97,Completed,2024,4,12,December,50,9
SHP010841,22-04-2024,PRD0042,WH008,SUP075,475,435,656,249,7741.96,8,2,Late,6,Air,3910.8,Medium,28,5,9163583.85,441.41,3774.26,Completed,2024,2,4,April,17,22
SHP010842,14-05-2025,PRD0118,WH026,SUP015,393,393,1237,864,1047.44,11,11,On Time,0,Sea,6384.8,Medium,20,8,622260.48,279.55,1402.76,Completed,2025,2,5,May,20,14
